"","YEAR","SERIAL","PERNUM","STATEFIP","RELATE","RELATED","MOMLOC","POPLOC","NCHILD","SEX","AGE","mother_age","father_age","MARST","married_dummy","RACE","HISPAN","EDUC","hs_binary","HHINCOME","inc_3cat","NUMPREC","FAMSIZE","PERWT"
"2947",2010,1268946,1,48,1,101,2,0,0,2,74,92,NA,5,0,1,0,6,"High School or More",55500,"$20,000+",2,2,83
"2948",2010,1269011,1,48,1,101,2,0,0,2,62,92,NA,4,0,1,0,10,"High School or More",152000,"$20,000+",2,2,91
"2949",2010,1269017,2,48,2,201,0,5,2,2,54,NA,86,1,1,1,0,7,"High School or More",766510,"$20,000+",5,5,61
"2950",2010,1269061,2,48,3,301,1,0,1,1,59,82,NA,4,0,1,0,6,"High School or More",19000,"< $20,000",3,3,90
"2951",2010,1269086,2,48,3,301,0,1,0,2,56,NA,83,4,0,1,0,10,"High School or More",57100,"$20,000+",2,2,73
"2952",2010,1269227,1,48,1,101,3,0,0,2,62,92,NA,1,1,1,0,6,"High School or More",72200,"$20,000+",3,3,59
"2953",2010,1269357,2,48,3,301,0,1,2,2,47,NA,83,4,0,1,0,6,"High School or More",99100,"$20,000+",4,4,68
"2954",2010,1269392,2,48,3,301,1,0,0,1,63,92,NA,4,0,1,0,7,"High School or More",26400,"$20,000+",2,2,81
"2955",2010,1269455,1,48,1,101,2,0,0,1,61,81,NA,4,0,1,0,7,"High School or More",49000,"$20,000+",2,2,43
"2956",2010,1269839,1,48,1,101,2,0,0,1,67,88,NA,4,0,1,0,6,"High School or More",50100,"$20,000+",2,2,45
"2957",2010,1269950,2,48,3,301,1,0,0,1,56,80,NA,4,0,1,0,11,"High School or More",21601,"$20,000+",2,2,44
"2958",2010,1269996,1,48,1,101,4,0,1,2,68,92,NA,1,1,1,0,10,"High School or More",153000,"$20,000+",7,7,69
"2959",2010,1270040,1,48,1,101,3,0,0,1,62,82,NA,1,1,1,0,10,"High School or More",140200,"$20,000+",3,3,104
"2960",2010,1270091,1,48,1,101,2,0,0,2,76,92,NA,5,0,1,0,10,"High School or More",48200,"$20,000+",2,2,63
"2961",2010,1270347,1,48,1,101,2,0,0,1,49,92,NA,6,0,1,0,7,"High School or More",89410,"$20,000+",2,2,51
"2962",2010,1270396,3,48,3,301,1,2,0,2,60,82,87,4,0,1,0,10,"High School or More",302000,"$20,000+",3,3,88
"2963",2010,1270490,1,48,1,101,2,0,0,1,63,92,NA,4,0,1,0,6,"High School or More",37500,"$20,000+",2,2,80
"2964",2010,1270572,1,48,1,101,4,3,0,2,58,84,85,1,1,1,0,8,"High School or More",63900,"$20,000+",4,4,82
"2965",2010,1270700,1,48,1,101,2,0,0,1,67,83,NA,6,0,1,0,7,"High School or More",94670,"$20,000+",2,2,74
"2966",2010,1270701,2,48,3,301,1,0,0,2,46,80,NA,4,0,1,0,6,"High School or More",28300,"$20,000+",2,2,131
"2967",2010,1270895,2,48,3,301,0,1,0,2,53,NA,87,6,0,1,0,10,"High School or More",50000,"$20,000+",2,2,23
"2968",2010,1271016,1,48,1,101,4,5,1,2,52,80,77,1,1,1,0,10,"High School or More",457000,"$20,000+",5,5,72
"2969",2010,1271044,2,48,3,301,1,0,0,1,61,81,NA,1,1,1,0,6,"High School or More",6700,"< $20,000",3,3,194
"2970",2010,1271044,3,48,3,301,1,0,0,2,47,81,NA,1,1,1,0,6,"High School or More",6700,"< $20,000",3,3,114
"2971",2010,1271173,2,48,3,301,0,1,0,2,64,NA,92,4,0,1,0,11,"High School or More",90560,"$20,000+",2,2,79
"2972",2010,1271348,1,48,1,101,3,0,0,2,67,92,NA,1,1,1,0,7,"High School or More",88100,"$20,000+",3,3,67
"2973",2010,1271625,1,48,1,101,2,0,0,1,55,92,NA,6,0,1,0,6,"High School or More",49900,"$20,000+",2,2,77
"2974",2010,1272095,3,48,3,301,2,1,0,1,54,79,81,4,0,1,0,6,"High School or More",64500,"$20,000+",3,3,49
"2975",2010,1272299,2,48,3,301,1,0,0,1,63,88,NA,6,0,1,0,6,"High School or More",2500,"< $20,000",2,2,97
"2976",2010,1272441,1,48,1,101,2,0,0,1,63,86,NA,6,0,1,0,3,"Less than High School",27400,"$20,000+",2,2,91
"2977",2010,1272444,2,48,3,302,1,0,0,2,51,83,NA,6,0,1,0,8,"High School or More",66800,"$20,000+",2,2,91
"2978",2010,1272528,3,48,3,302,2,1,0,1,45,77,83,6,0,1,0,6,"High School or More",42300,"$20,000+",3,3,85
"2979",2010,1272597,2,48,3,301,1,0,0,1,54,87,NA,6,0,1,0,7,"High School or More",69500,"$20,000+",2,2,75
"2980",2010,1272850,3,48,3,301,2,1,0,2,52,87,84,1,1,1,0,6,"High School or More",62900,"$20,000+",6,6,191
"2981",2010,1273152,3,48,3,301,2,1,0,1,36,61,82,6,0,1,0,6,"High School or More",31500,"$20,000+",3,3,23
"2982",2010,1273358,1,48,1,101,0,3,0,1,57,NA,83,1,1,1,0,6,"High School or More",75500,"$20,000+",3,3,73
"2983",2010,1273400,2,48,3,301,0,1,0,1,39,NA,84,6,0,1,0,2,"Less than High School",25900,"$20,000+",2,2,125
"2984",2010,1273764,2,48,2,201,6,0,3,2,48,83,NA,1,1,1,0,10,"High School or More",187400,"$20,000+",6,6,104
"2985",2010,1274152,1,48,1,101,0,4,0,1,51,NA,81,1,1,1,0,6,"High School or More",166000,"$20,000+",5,5,58
"2986",2010,1274152,3,48,7,701,0,4,0,2,49,NA,81,6,0,1,0,7,"High School or More",166000,"$20,000+",5,5,76
"2987",2010,1274208,2,48,3,301,0,1,0,2,56,NA,92,4,0,1,0,7,"High School or More",68300,"$20,000+",3,2,60
"2988",2010,1274275,1,48,1,101,4,0,1,2,66,92,NA,1,1,1,0,6,"High School or More",54500,"$20,000+",4,4,152
"2989",2010,1274323,2,48,3,301,1,0,2,2,45,86,NA,4,0,1,0,6,"High School or More",55500,"$20,000+",4,4,98
"2990",2010,1274340,3,48,3,301,2,1,0,1,40,81,87,6,0,1,0,10,"High School or More",99100,"$20,000+",3,3,62
"2991",2010,1274664,1,48,1,101,0,3,0,1,57,NA,83,1,1,1,0,6,"High School or More",190900,"$20,000+",3,3,99
"2992",2010,1275072,2,48,3,301,1,0,0,1,58,81,NA,4,0,1,0,7,"High School or More",49930,"$20,000+",2,2,71
"2993",2010,1275279,3,48,3,301,2,1,1,2,56,78,80,4,0,1,0,6,"High School or More",184300,"$20,000+",6,6,113
"2994",2010,1275279,4,48,3,301,2,1,0,1,49,78,80,6,0,1,0,7,"High School or More",184300,"$20,000+",6,6,102
"2995",2010,1275279,5,48,3,301,2,1,0,1,36,78,80,6,0,1,0,8,"High School or More",184300,"$20,000+",6,6,101
"2996",2010,1275425,2,48,3,301,1,0,0,2,57,92,NA,4,0,1,0,7,"High School or More",18900,"< $20,000",2,2,127
"2997",2010,1275575,1,48,1,101,6,0,3,1,69,92,NA,1,1,1,0,6,"High School or More",57700,"$20,000+",8,8,107
"2998",2010,1275621,2,48,3,302,0,1,0,1,62,NA,92,1,1,1,0,10,"High School or More",211800,"$20,000+",3,3,322
"2999",2010,1275663,1,48,1,101,3,0,0,2,69,92,NA,1,1,1,0,6,"High School or More",74200,"$20,000+",3,3,96
"3000",2010,1275742,2,48,3,301,0,1,0,1,51,NA,83,4,0,1,0,6,"High School or More",8800,"< $20,000",2,2,145
"3001",2010,1275983,1,48,1,101,2,0,0,2,53,83,NA,4,0,1,0,4,"Less than High School",40200,"$20,000+",2,2,58
"3002",2010,1276201,1,48,1,101,2,0,0,1,46,92,NA,4,0,1,0,6,"High School or More",210000,"$20,000+",2,2,33
"3003",2010,1276234,1,48,1,101,5,0,3,1,57,82,NA,2,1,1,0,11,"High School or More",89000,"$20,000+",6,6,224
"3004",2010,1276324,2,48,3,301,0,1,0,2,61,NA,80,6,0,1,0,11,"High School or More",31550,"$20,000+",2,2,64
"3005",2010,1276424,1,48,1,101,0,4,1,1,50,NA,87,1,1,1,0,7,"High School or More",16200,"< $20,000",4,4,63
"3006",2010,1276439,3,48,3,301,1,2,2,1,51,71,80,4,0,1,0,6,"High School or More",68700,"$20,000+",5,5,70
"3007",2010,1276451,1,48,1,101,3,0,0,2,60,80,NA,5,0,1,0,6,"High School or More",51800,"$20,000+",3,3,46
"3008",2010,1276451,2,48,7,701,3,0,0,2,53,80,NA,4,0,1,0,3,"Less than High School",51800,"$20,000+",3,3,61
"3009",2010,1276510,2,48,3,301,1,0,0,1,43,80,NA,4,0,1,0,6,"High School or More",57000,"$20,000+",2,2,90
"3010",2010,1276546,2,48,3,301,1,0,0,2,56,92,NA,4,0,1,0,11,"High School or More",135800,"$20,000+",2,2,139
"3011",2010,1276810,2,48,3,301,0,1,0,1,61,NA,82,4,0,1,0,7,"High School or More",25000,"$20,000+",2,2,77
"3012",2010,1276825,2,48,3,301,1,0,1,2,60,83,NA,6,0,1,0,8,"High School or More",43900,"$20,000+",3,3,85
"3013",2010,1276869,2,48,3,301,1,0,0,2,55,84,NA,6,0,1,0,6,"High School or More",42940,"$20,000+",2,2,94
"3014",2010,1276919,1,48,1,101,0,6,3,1,57,NA,80,1,1,1,0,8,"High School or More",30100,"$20,000+",6,6,65
"3015",2010,1276968,3,48,3,301,2,1,0,1,57,83,83,5,0,1,0,11,"High School or More",60300,"$20,000+",3,3,59
"3016",2010,1276973,1,48,1,101,5,4,1,1,57,78,82,1,1,1,0,6,"High School or More",168900,"$20,000+",5,5,20
"3017",2010,1277407,2,48,3,301,1,0,0,1,61,92,NA,6,0,1,0,2,"Less than High School",14200,"< $20,000",2,2,42
"3018",2010,1277438,2,48,3,301,0,1,3,1,49,NA,88,2,1,1,0,10,"High School or More",117900,"$20,000+",7,7,54
"3019",2010,1277594,2,48,3,301,1,0,0,2,54,86,NA,4,0,1,0,6,"High School or More",25300,"$20,000+",2,2,111
"3020",2010,1277655,1,48,1,101,4,0,1,2,41,80,NA,1,1,1,0,6,"High School or More",51700,"$20,000+",4,4,187
"3021",2010,1277744,1,48,1,101,3,0,0,2,56,80,NA,4,0,1,0,11,"High School or More",86600,"$20,000+",3,3,66
"3022",2010,1277744,2,48,7,701,3,0,0,1,54,80,NA,2,1,1,0,10,"High School or More",86600,"$20,000+",3,3,66
"3023",2010,1277818,1,48,1,101,3,0,0,2,55,88,NA,1,1,1,0,7,"High School or More",55800,"$20,000+",3,3,37
"3024",2010,1277820,2,48,3,301,1,0,0,1,59,83,NA,6,0,1,0,6,"High School or More",51500,"$20,000+",2,2,85
"3025",2011,25068,3,4,3,301,2,1,0,2,58,88,93,4,0,1,0,6,"High School or More",50000,"$20,000+",3,3,128
"3026",2011,25239,1,4,1,101,2,0,0,2,55,85,NA,4,0,1,0,8,"High School or More",83000,"$20,000+",2,2,86
"3027",2011,25253,2,4,3,301,1,0,0,1,59,82,NA,4,0,1,0,6,"High School or More",35000,"$20,000+",2,2,106
"3028",2011,25403,3,4,3,301,2,1,5,2,31,64,80,4,0,1,0,7,"High School or More",37800,"$20,000+",8,8,114
"3029",2011,25491,1,4,1,101,4,0,1,1,63,93,NA,1,1,1,0,11,"High School or More",187000,"$20,000+",4,4,45
"3030",2011,25857,1,4,1,101,2,0,0,1,60,93,NA,6,0,1,0,10,"High School or More",48900,"$20,000+",2,2,79
"3031",2011,25862,2,4,2,201,0,3,0,2,62,NA,93,1,1,1,0,7,"High School or More",186600,"$20,000+",3,3,56
"3032",2011,25867,3,4,3,301,1,2,0,1,55,85,93,6,0,1,0,11,"High School or More",144600,"$20,000+",3,3,105
"3033",2011,26002,1,4,1,101,3,0,0,1,77,93,NA,1,1,1,0,7,"High School or More",43200,"$20,000+",3,3,77
"3034",2011,26024,2,4,3,301,1,0,0,2,55,84,NA,4,0,1,0,6,"High School or More",41000,"$20,000+",2,2,121
"3035",2011,26027,2,4,3,301,1,0,0,2,64,88,NA,4,0,1,0,6,"High School or More",53200,"$20,000+",2,2,20
"3036",2011,26231,2,4,3,301,1,0,0,1,72,93,NA,1,1,1,0,7,"High School or More",37140,"$20,000+",3,3,81
"3037",2011,26244,1,4,1,101,4,3,1,2,50,83,85,4,0,1,0,6,"High School or More",87100,"$20,000+",5,5,63
"3038",2011,26363,3,4,3,301,2,1,0,1,60,81,84,6,0,1,0,10,"High School or More",137600,"$20,000+",3,3,104
"3039",2011,26429,2,4,2,201,3,0,0,1,55,93,NA,1,1,1,0,7,"High School or More",71500,"$20,000+",3,3,18
"3040",2011,26597,2,4,3,301,1,0,0,1,45,80,NA,6,0,1,0,10,"High School or More",107000,"$20,000+",2,2,18
"3041",2011,26643,2,4,3,303,0,1,0,2,54,NA,87,4,0,8,0,6,"High School or More",28100,"$20,000+",2,2,74
"3042",2011,26698,1,4,1,101,2,0,0,2,58,93,NA,5,0,1,0,10,"High School or More",55500,"$20,000+",2,2,46
"3043",2011,26754,1,4,1,101,2,0,0,1,57,86,NA,4,0,1,0,7,"High School or More",16900,"< $20,000",2,2,48
"3044",2011,26891,2,4,2,201,5,0,0,2,64,86,NA,1,1,1,0,6,"High School or More",139900,"$20,000+",5,5,40
"3045",2011,26907,2,4,3,301,1,0,0,2,58,93,NA,4,0,1,0,10,"High School or More",26120,"$20,000+",2,2,25
"3046",2011,26964,2,4,3,301,1,0,0,2,55,89,NA,6,0,1,0,0,"Less than High School",15600,"< $20,000",2,2,63
"3047",2011,26995,2,4,3,301,1,0,0,1,64,93,NA,6,0,1,0,10,"High School or More",30000,"$20,000+",2,2,89
"3048",2011,27133,1,4,1,101,2,0,0,2,55,81,NA,6,0,1,0,6,"High School or More",76400,"$20,000+",2,2,176
"3049",2011,27280,2,4,2,201,3,0,0,2,62,93,NA,1,1,1,0,7,"High School or More",63500,"$20,000+",3,3,86
"3050",2011,27289,3,4,3,301,2,1,0,1,47,83,80,6,0,1,0,10,"High School or More",41300,"$20,000+",3,3,111
"3051",2011,27423,2,4,3,301,0,1,0,1,46,NA,85,4,0,1,0,2,"Less than High School",13100,"< $20,000",2,2,146
"3052",2011,27578,2,4,3,301,1,0,0,2,57,88,NA,4,0,1,0,6,"High School or More",11500,"< $20,000",2,2,91
"3053",2011,27612,2,4,3,302,1,0,0,2,55,89,NA,4,0,1,0,6,"High School or More",14400,"< $20,000",2,2,46
"3054",2011,27629,2,4,3,301,1,0,0,2,58,87,NA,4,0,1,0,10,"High School or More",30100,"$20,000+",2,2,199
"3055",2011,27755,2,4,3,302,0,1,0,1,71,NA,86,4,0,1,0,6,"High School or More",40200,"$20,000+",2,2,140
"3056",2011,27769,1,4,1,101,7,0,4,2,48,88,NA,1,1,1,0,2,"Less than High School",45300,"$20,000+",8,8,81
"3057",2011,27829,2,4,3,302,1,0,1,2,47,82,NA,4,0,1,0,10,"High School or More",45600,"$20,000+",3,3,137
"3058",2011,27846,2,4,3,301,0,1,0,1,47,NA,85,4,0,1,0,4,"Less than High School",42400,"$20,000+",2,2,73
"3059",2011,27862,3,4,3,301,2,1,2,1,52,75,82,4,0,1,0,6,"High School or More",29900,"$20,000+",5,5,79
"3060",2011,27873,3,4,3,303,2,1,0,2,45,68,82,6,0,1,0,10,"High School or More",41000,"$20,000+",3,3,61
"3061",2011,27905,3,4,3,301,2,1,0,1,53,77,85,6,0,1,0,0,"Less than High School",20100,"$20,000+",4,4,54
"3062",2011,27905,4,4,3,301,2,1,0,1,43,77,85,6,0,1,0,0,"Less than High School",20100,"$20,000+",4,4,59
"3063",2011,27994,3,4,3,301,2,1,0,1,53,76,83,4,0,1,0,6,"High School or More",68900,"$20,000+",3,3,79
"3064",2011,28029,2,4,2,201,3,0,0,2,59,85,NA,1,1,1,0,7,"High School or More",67700,"$20,000+",3,3,31
"3065",2011,28251,2,4,3,301,0,1,1,1,51,NA,88,1,1,1,0,6,"High School or More",186900,"$20,000+",4,4,320
"3066",2011,28277,1,4,1,101,3,0,0,1,74,93,NA,1,1,1,0,6,"High School or More",27200,"$20,000+",3,3,32
"3067",2011,28301,1,4,1,101,5,0,2,1,50,85,NA,1,1,1,0,10,"High School or More",32100,"$20,000+",5,5,48
"3068",2011,28323,1,4,1,101,0,2,0,2,56,NA,93,6,0,1,0,7,"High School or More",64500,"$20,000+",2,2,45
"3069",2011,28368,1,4,1,101,2,0,0,1,49,83,NA,6,0,1,0,11,"High School or More",69100,"$20,000+",2,2,29
"3070",2011,28395,2,4,3,301,1,0,0,1,66,93,NA,6,0,1,0,10,"High School or More",34500,"$20,000+",2,2,132
"3071",2011,28698,2,4,3,301,1,0,1,2,46,81,NA,4,0,1,0,10,"High School or More",34000,"$20,000+",3,3,83
"3072",2011,28734,2,4,3,301,0,1,0,2,54,NA,84,4,0,1,0,11,"High School or More",94700,"$20,000+",2,2,112
"3073",2011,28801,1,4,1,101,3,0,1,1,60,93,NA,4,0,1,0,10,"High School or More",114260,"$20,000+",3,3,43
"3074",2011,28905,1,4,1,101,2,0,0,2,57,80,NA,4,0,1,0,6,"High School or More",22000,"$20,000+",2,2,44
"3075",2011,28944,1,4,1,101,2,0,0,2,61,88,NA,4,0,1,0,10,"High School or More",47900,"$20,000+",2,2,127
"3076",2011,29090,1,4,1,101,3,0,0,1,54,88,NA,6,0,1,0,6,"High School or More",31600,"$20,000+",3,3,74
"3077",2011,29090,2,4,7,701,3,0,0,2,67,88,NA,4,0,1,0,7,"High School or More",31600,"$20,000+",3,3,94
"3078",2011,29260,2,4,3,301,1,0,0,1,66,85,NA,4,0,1,0,7,"High School or More",30400,"$20,000+",2,2,110
"3079",2011,29361,2,4,2,201,3,0,0,2,59,83,NA,1,1,1,0,6,"High School or More",48800,"$20,000+",3,3,68
"3080",2011,29874,2,4,2,201,3,0,0,2,63,93,NA,1,1,1,0,6,"High School or More",118700,"$20,000+",3,3,54
"3081",2011,29915,1,4,1,101,3,0,0,1,71,93,NA,1,1,1,0,11,"High School or More",76320,"$20,000+",3,3,49
"3082",2011,30236,2,4,3,301,1,0,0,2,54,85,NA,6,0,1,0,6,"High School or More",23900,"$20,000+",2,2,78
"3083",2011,30689,1,4,1,101,5,0,2,1,52,93,NA,1,1,1,0,10,"High School or More",99700,"$20,000+",5,5,32
"3084",2011,30836,2,4,3,301,1,0,0,2,72,93,NA,5,0,1,0,6,"High School or More",26000,"$20,000+",2,2,94
"3085",2011,31086,3,4,3,301,1,2,1,2,39,64,81,1,1,1,0,6,"High School or More",146600,"$20,000+",5,5,149
"3086",2011,31094,2,4,2,201,3,0,0,2,61,87,NA,1,1,1,0,6,"High School or More",59400,"$20,000+",3,3,88
"3087",2011,31213,1,4,1,101,2,0,0,2,54,87,NA,4,0,1,0,7,"High School or More",57400,"$20,000+",2,2,74
"3088",2011,31317,3,4,3,301,1,2,0,1,38,70,83,6,0,1,0,7,"High School or More",55200,"$20,000+",3,3,98
"3089",2011,31481,2,4,3,301,1,0,0,1,62,89,NA,6,0,1,0,10,"High School or More",85700,"$20,000+",2,2,128
"3090",2011,31529,3,4,3,301,2,1,0,1,51,78,81,4,0,1,0,6,"High School or More",125050,"$20,000+",3,3,348
"3091",2011,31550,3,4,3,301,2,1,0,1,53,89,93,6,0,1,0,7,"High School or More",100900,"$20,000+",4,4,65
"3092",2011,31550,4,4,3,301,2,1,0,1,49,89,93,6,0,1,0,11,"High School or More",100900,"$20,000+",4,4,69
"3093",2011,31646,2,4,2,201,3,0,0,2,66,93,NA,1,1,1,0,10,"High School or More",63520,"$20,000+",3,3,70
"3094",2011,31688,1,4,1,101,5,0,2,1,61,88,NA,1,1,1,0,11,"High School or More",122010,"$20,000+",5,5,52
"3095",2011,31794,1,4,1,101,3,0,0,2,69,93,NA,1,1,1,0,7,"High School or More",65520,"$20,000+",3,3,41
"3096",2011,31859,2,4,3,301,1,0,0,1,56,81,NA,6,0,1,0,6,"High School or More",30510,"$20,000+",2,2,92
"3097",2011,31870,1,4,1,101,4,3,0,1,61,82,82,1,1,1,0,6,"High School or More",117800,"$20,000+",4,4,36
"3098",2011,31875,1,4,1,101,3,0,0,2,63,93,NA,6,0,1,0,8,"High School or More",35400,"$20,000+",3,3,110
"3099",2011,31875,2,4,7,701,3,0,0,1,52,93,NA,6,0,1,0,2,"Less than High School",35400,"$20,000+",3,3,146
"3100",2011,32040,2,4,2,201,4,0,1,2,75,93,NA,1,1,1,0,6,"High School or More",43400,"$20,000+",4,4,73
"3101",2011,32323,2,4,2,201,3,0,0,2,55,88,NA,1,1,1,0,11,"High School or More",96000,"$20,000+",3,3,48
"3102",2011,32600,2,4,3,301,0,1,0,2,59,NA,85,4,0,1,0,6,"High School or More",33500,"$20,000+",2,2,166
"3103",2011,32753,1,4,1,101,2,0,0,1,58,88,NA,4,0,1,0,7,"High School or More",77500,"$20,000+",2,2,95
"3104",2011,32845,1,4,1,101,0,3,1,2,63,NA,89,4,0,1,0,8,"High School or More",71800,"$20,000+",3,3,36
"3105",2011,32954,2,4,3,301,1,0,0,2,64,93,NA,5,0,1,0,6,"High School or More",26400,"$20,000+",2,2,101
"3106",2011,33113,1,4,1,101,3,0,0,2,61,88,NA,1,1,1,0,10,"High School or More",186000,"$20,000+",3,3,231
"3107",2011,33181,1,4,1,101,3,0,1,2,59,93,NA,4,0,1,0,11,"High School or More",104190,"$20,000+",3,3,30
"3108",2011,33393,2,4,3,301,1,0,0,1,69,93,NA,4,0,1,0,6,"High School or More",75300,"$20,000+",2,2,165
"3109",2011,33643,3,4,3,302,2,1,1,1,46,79,82,4,0,1,0,6,"High School or More",65780,"$20,000+",4,4,94
"3110",2011,33729,3,4,3,301,2,1,0,1,47,75,82,6,0,1,0,11,"High School or More",123850,"$20,000+",3,3,96
"3111",2011,33836,1,4,1,101,5,0,2,1,54,88,NA,1,1,1,0,11,"High School or More",165000,"$20,000+",5,5,119
"3112",2011,33843,1,4,1,101,3,0,1,2,51,89,NA,2,1,1,0,6,"High School or More",111600,"$20,000+",4,4,34
"3113",2011,33865,1,4,1,101,2,0,0,2,60,80,NA,4,0,1,0,6,"High School or More",28900,"$20,000+",2,2,55
"3114",2011,33914,1,4,1,101,0,2,0,2,64,NA,93,6,0,1,0,6,"High School or More",40780,"$20,000+",2,2,45
"3115",2011,34193,1,4,1,101,3,0,0,2,67,86,NA,1,1,1,0,10,"High School or More",86630,"$20,000+",3,3,73
"3116",2011,34208,2,4,2,201,5,0,1,2,64,93,NA,1,1,1,0,7,"High School or More",96100,"$20,000+",6,6,74
"3117",2011,34294,2,4,3,301,1,0,2,2,44,82,NA,4,0,1,0,7,"High School or More",31300,"$20,000+",4,4,68
"3118",2011,34451,2,4,3,301,1,0,0,1,56,82,NA,5,0,1,0,11,"High School or More",82100,"$20,000+",2,2,242
"3119",2011,34466,1,4,1,101,4,0,1,1,62,86,NA,1,1,1,0,10,"High School or More",216540,"$20,000+",4,4,39
"3120",2011,34468,1,4,1,101,2,0,0,2,64,88,NA,4,0,1,0,10,"High School or More",52320,"$20,000+",2,2,243
"3121",2011,34602,1,4,1,101,2,0,0,1,63,85,NA,4,0,1,0,11,"High School or More",81220,"$20,000+",2,2,86
"3122",2011,34942,2,4,3,301,0,1,0,1,52,NA,81,4,0,1,0,6,"High School or More",44200,"$20,000+",2,2,83
"3123",2011,35038,2,4,3,301,1,0,0,1,49,82,NA,6,0,8,0,10,"High School or More",48900,"$20,000+",2,2,111
"3124",2011,35069,2,4,3,301,0,1,0,1,46,NA,83,4,0,1,0,4,"Less than High School",15700,"< $20,000",2,2,49
"3125",2011,35118,2,4,3,303,0,1,1,1,63,NA,89,6,0,1,0,6,"High School or More",36900,"$20,000+",3,3,28
"3126",2011,35168,2,4,2,201,3,4,0,1,52,93,93,1,1,1,0,10,"High School or More",139400,"$20,000+",4,4,88
"3127",2011,35213,3,4,3,301,2,1,0,2,59,78,82,1,1,1,0,7,"High School or More",116000,"$20,000+",4,4,62
"3128",2011,35507,2,4,2,201,4,0,1,2,51,85,NA,1,1,1,0,8,"High School or More",106000,"$20,000+",4,4,29
"3129",2011,35702,3,4,3,302,2,1,0,1,56,80,86,4,0,1,0,6,"High School or More",65100,"$20,000+",3,3,45
"3130",2011,35824,2,4,3,301,0,1,1,1,49,NA,83,4,0,1,0,6,"High School or More",28890,"$20,000+",3,3,55
"3131",2011,35845,1,4,1,101,3,4,0,2,53,81,75,4,0,1,0,10,"High School or More",99900,"$20,000+",4,4,31
"3132",2011,35845,2,4,7,701,3,4,0,1,41,81,75,6,0,1,0,1,"Less than High School",99900,"$20,000+",4,4,45
"3133",2011,35866,2,4,3,301,1,0,0,2,63,88,NA,3,0,1,0,6,"High School or More",20200,"$20,000+",2,2,71
"3134",2011,35923,2,4,3,301,1,0,0,1,48,84,NA,6,0,1,0,6,"High School or More",103500,"$20,000+",2,2,118
"3135",2011,36330,3,4,3,301,2,1,0,2,57,83,89,4,0,1,0,8,"High School or More",18400,"< $20,000",3,3,123
"3136",2011,36460,1,4,1,101,2,0,0,2,63,86,NA,4,0,1,0,8,"High School or More",61000,"$20,000+",2,2,40
"3137",2011,36488,3,4,3,301,2,1,0,1,52,71,80,6,0,1,0,10,"High School or More",310000,"$20,000+",3,3,136
"3138",2011,36583,1,4,1,101,2,0,0,2,58,82,NA,6,0,1,0,7,"High School or More",95000,"$20,000+",3,3,34
"3139",2011,36611,2,4,3,301,1,0,0,2,50,88,NA,6,0,1,0,8,"High School or More",81700,"$20,000+",2,2,276
"3140",2011,36757,2,4,3,301,1,0,0,2,48,80,NA,6,0,1,0,11,"High School or More",37200,"$20,000+",3,2,79
"3141",2011,36794,1,4,1,101,2,0,0,1,63,93,NA,4,0,1,0,8,"High School or More",34000,"$20,000+",2,2,58
"3142",2011,36801,2,4,3,301,1,0,0,1,58,81,NA,4,0,1,0,6,"High School or More",18900,"< $20,000",2,2,94
"3143",2011,36806,2,4,3,301,1,0,0,2,53,88,NA,4,0,1,0,7,"High School or More",9600,"< $20,000",2,2,114
"3144",2011,36887,2,4,3,301,1,0,0,2,61,84,NA,4,0,1,0,11,"High School or More",35900,"$20,000+",4,4,53
"3145",2011,36946,2,4,3,301,1,0,0,1,56,84,NA,3,0,1,0,8,"High School or More",49700,"$20,000+",2,2,125
"3146",2011,36948,1,4,1,101,3,0,0,1,72,88,NA,1,1,1,0,6,"High School or More",24920,"$20,000+",3,3,96
"3147",2011,37046,1,4,1,101,3,0,0,1,74,93,NA,1,1,1,0,6,"High School or More",185200,"$20,000+",3,3,50
"3148",2011,37073,2,4,2,201,4,0,1,2,56,89,NA,1,1,1,0,10,"High School or More",22200,"$20,000+",4,4,216
"3149",2011,37131,3,4,3,301,2,1,1,1,62,82,85,3,0,1,0,6,"High School or More",33500,"$20,000+",4,4,181
"3150",2011,37379,1,4,1,101,3,0,1,2,64,85,NA,3,0,1,0,6,"High School or More",92300,"$20,000+",4,4,62
"3151",2011,37383,1,4,1,101,4,0,2,2,38,82,NA,6,0,1,0,6,"High School or More",28574,"$20,000+",4,4,47
"3152",2011,37417,1,4,1,101,4,0,1,1,52,81,NA,1,1,1,0,7,"High School or More",89000,"$20,000+",5,5,135
"3153",2011,37503,2,4,3,301,0,1,0,1,59,NA,81,4,0,1,0,7,"High School or More",50500,"$20,000+",2,2,89
"3154",2011,37688,3,4,3,301,2,1,1,2,74,93,93,4,0,1,0,5,"Less than High School",66000,"$20,000+",4,4,652
"3155",2011,37827,2,4,3,301,0,1,0,2,52,NA,85,4,0,1,0,6,"High School or More",29400,"$20,000+",3,3,124
"3156",2011,37900,2,4,3,301,1,0,0,2,62,93,NA,6,0,1,0,6,"High School or More",34260,"$20,000+",2,2,88
"3157",2011,37962,3,4,3,301,1,2,0,2,55,80,84,6,0,1,0,8,"High School or More",60250,"$20,000+",3,3,106
"3158",2011,37995,2,4,3,301,1,0,0,2,48,84,NA,6,0,1,0,6,"High School or More",16600,"< $20,000",2,2,36
